activity__sum_values,activity__median,activity__mean,activity__length,activity__standard_deviation,activity__variance,activity__root_mean_square,activity__maximum,activity__minimum
2472394.0,0.0,170.2750701904297,14520.0,324.8912353515625,105554.3125,366.8077392578125,3097.0,0.0
1184299.0,6.0,119.62615966796875,9900.0,289.8715515136719,84025.5234375,313.58563232421875,6128.0,0.0
1065108.0,2.0,107.586669921875,9900.0,224.578857421875,50435.66015625,249.01919555664062,2031.0,0.0
2050460.0,0.0,207.11717224121094,9900.0,480.7354736328125,231106.609375,523.4540405273438,7182.0,0.0
1441101.0,0.0,145.5657501220703,9900.0,337.9223937988281,114191.5390625,367.9414978027344,3637.0,0.0
1676042.0,0.0,110.41120147705078,15180.0,288.6159973144531,83299.1875,309.0142822265625,3002.0,0.0
1876174.0,0.0,203.04913330078125,9240.0,398.0125427246094,158413.984375,446.814208984375,3314.0,0.0
2034160.0,5.0,181.2976837158203,11220.0,347.2652893066406,120593.1796875,391.7423095703125,4778.0,0.0
1325954.0,5.0,118.17771911621094,11220.0,280.61993408203125,78747.5390625,304.4889221191406,4658.0,0.0
969228.0,0.0,32.364776611328125,29947.0,148.54208374023438,22064.751953125,152.02706909179688,3200.0,0.0
968712.0,3.0,97.84969329833984,9900.0,243.0668182373047,59081.4765625,262.0229797363281,2420.0,0.0
1574462.25,0.0,66.26524353027344,23760.0,242.7443389892578,58924.81640625,251.62652587890625,3083.0,0.0
1277378.125,0.0,53.7617073059082,23760.0,190.58126831054688,36321.21875,198.01904296875,3654.0,0.0
996419.0,0.0,68.6239013671875,14520.0,240.19493103027344,57693.6015625,249.8056182861328,3968.0,0.0
1314651.0,3.0,60.360469818115234,21780.0,205.04342651367188,42042.8046875,213.74327087402344,2356.0,0.0
2247637.75,5.0,94.59754943847656,23760.0,305.3922119140625,93264.40625,319.70782470703125,4259.0,0.0
2365032.5,3.0,99.53840637207031,23760.0,330.71319580078125,109371.21875,345.3680419921875,6546.0,0.0
2367835.0,0.0,179.38143920898438,13200.0,383.4646301269531,147045.125,423.3471984863281,3736.0,0.0
621704.0,5.0,47.09878921508789,13200.0,150.65859985351562,22698.013671875,157.84901428222656,2218.0,0.0
