activity__sum_values,activity__median,activity__mean,activity__length,activity__standard_deviation,activity__variance,activity__root_mean_square,activity__maximum,activity__minimum
7734445.0,0.0,231.81312561035156,33365.0,418.7252197265625,175330.8125,478.6106262207031,8000.0,0.0
6434827.0,130.0,314.04718017578125,20490.0,431.4410400390625,186141.375,533.6356201171875,3869.0,0.0
7199689.0,131.0,293.4336853027344,24536.0,408.75,167076.5625,503.1698303222656,5750.0,0.0
5813837.0,41.0,237.9501953125,24433.0,386.79669189453125,149611.671875,454.127685546875,4658.0,0.0
5037072.0,0.0,77.0112075805664,65407.0,228.4839630126953,52204.91796875,241.11334228515625,3974.0,0.0
4755455.0,47.0,219.4589080810547,21669.0,357.8396301269531,128049.1953125,419.775390625,4228.0,0.0
7588037.0,0.0,147.486572265625,51449.0,389.59564208984375,151784.765625,416.5777893066406,4753.0,0.0
3527175.0,0.0,68.2516098022461,51679.0,210.3251190185547,44236.65625,221.1219940185547,4009.0,0.0
4345856.0,3.0,138.1610565185547,31455.0,331.3367004394531,109784.015625,358.9881591796875,4354.0,0.0
6310465.0,3.0,133.88633728027344,47133.0,303.7257995605469,92249.359375,331.92608642578125,3314.0,0.0
7865968.0,5.0,152.29661560058594,51649.0,389.611328125,151796.984375,418.3195495605469,7431.0,0.0
8398679.0,5.0,162.9229736328125,51550.0,446.3421325683594,199221.296875,475.1475524902344,8000.0,0.0
8400335.0,21.0,290.48809814453125,28918.0,455.9462890625,207887.015625,540.6203002929688,6321.0,0.0
3114809.0,7.0,107.26664733886719,29038.0,235.22398376464844,55330.3203125,258.5274658203125,2674.0,0.0
